"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Standard Workout","10 Apr 2024, 19:37","10 Apr 2024, 20:57","Standard Workout Vorlage","Reverse Butterfly",,"",1,"normal",45,15,,,
"Standard Workout","10 Apr 2024, 19:37","10 Apr 2024, 20:57","Standard Workout Vorlage","Reverse Butterfly",,"",2,"normal",45,10,,,
"Standard Workout","10 Apr 2024, 19:37","10 Apr 2024, 20:57","Standard Workout Vorlage","Reverse Butterfly",,"",3,"normal",40,15,,,
"Standard Workout","10 Apr 2024, 19:37","10 Apr 2024, 20:57","Standard Workout Vorlage","Negativer Crunch",,"",0,"normal",,15,,,
"Standard Workout","10 Apr 2024, 19:37","10 Apr 2024, 20:57","Standard Workout Vorlage","Negativer Crunch",,"",1,"normal",,15,,,
"Standard Workout","10 Apr 2024, 19:37","10 Apr 2024, 20:57","Standard Workout Vorlage","Negativer Crunch",,"",2,"normal",,15,,,
"Standard Workout","9 Apr 2024, 19:01","9 Apr 2024, 20:18","Standard Workout Vorlage","Laufband",,"",0,"normal",,,0.87,10,
"Standard Workout","9 Apr 2024, 19:01","9 Apr 2024, 20:18","Standard Workout Vorlage","Laufband",,"",1,"normal",,,0.87,10,
"Standard Workout","9 Apr 2024, 19:01","9 Apr 2024, 20:18","Standard Workout Vorlage","Bankdrücken (Smith Machine)",,"",0,"normal",20,15,,,
"Standard Workout","9 Apr 2024, 19:01","9 Apr 2024, 20:18","Standard Workout Vorlage","Bankdrücken (Smith Machine)",,"",1,"normal",40,12,,,
"Standard Workout","9 Apr 2024, 19:01","9 Apr 2024, 20:18","Standard Workout Vorlage","Bankdrücken (Smith Machine)",,"",2,"normal",40,12,,,
"Standard Workout","9 Apr 2024, 19:01","9 Apr 2024, 20:18","Standard Workout Vorlage","Bankdrücken (Smith Machine)",,"",3,"normal",40,12,,,
"Standard Workout","9 Apr 2024, 19:01","9 Apr 2024, 20:18","Standard Workout Vorlage","Bankdrücken (Smith Machine)",,"",4,"normal",40,10,,,
"Standard Workout","9 Apr 2024, 19:01","9 Apr 2024, 20:18","Standard Workout Vorlage","Fliegende (Maschine)",,"",0,"normal",55,5,,,
"Standard Workout","9 Apr 2024, 19:01","9 Apr 2024, 20:18","Standard Workout Vorlage","Brustpresse (Maschine)",,"",0,"normal",75,12,,,
"Standard Workout","9 Apr 2024, 19:01","9 Apr 2024, 20:18","Standard Workout Vorlage","Brustpresse (Maschine)",,"",1,"normal",75,14,,,
"Standard Workout","9 Apr 2024, 19:01","9 Apr 2024, 20:18","Standard Workout Vorlage","Brustpresse (Maschine)",,"",2,"normal",75,12,,,
"Standard Workout","9 Apr 2024, 19:01","9 Apr 2024, 20:18","Standard Workout Vorlage","Brustmaschine",,"",0,"normal",70,15,,,
"Standard Workout","9 Apr 2024, 19:01","9 Apr 2024, 20:18","Standard Workout Vorlage","Brustmaschine",,"",1,"normal",70,15,,,
"Standard Workout","9 Apr 2024, 19:01","9 Apr 2024, 20:18","Standard Workout Vorlage","Brustmaschine",,"",2,"normal",70,15,,,
"Standard Workout","9 Apr 2024, 19:01","9 Apr 2024, 20:18","Standard Workout Vorlage","Brustmaschine",,"",3,"normal",65,15,,,
"Standard Workout","9 Apr 2024, 19:01","9 Apr 2024, 20:18","Standard Workout Vorlage","Rotatorenmanschetten Übung",,"",0,"normal",10,15,,,
"Standard Workout","9 Apr 2024, 19:01","9 Apr 2024, 20:18","Standard Workout Vorlage","Rotatorenmanschetten Übung",,"",1,"normal",10,15,,,
"Standard Workout","9 Apr 2024, 19:01","9 Apr 2024, 20:18","Standard Workout Vorlage","Rotatorenmanschetten Übung",,"",2,"normal",10,15,,,
"Standard Workout","9 Apr 2024, 19:01","9 Apr 2024, 20:18","Standard Workout Vorlage","Rotatorenmanschetten Übung",,"",3,"normal",10,10,,,
"Standard Workout","8 Apr 2024, 18:58","8 Apr 2024, 20:44","Standard Workout Vorlage","Laufband",,"",0,"normal",,,1.9,20,
"Standard Workout","8 Apr 2024, 18:58","8 Apr 2024, 20:44","Standard Workout Vorlage","Laufband",,"",1,"normal",,,0.68,8,
"Standard Workout","8 Apr 2024, 18:58","8 Apr 2024, 20:44","Standard Workout Vorlage","Negativ Crunch (Gewichtet)",,"",0,"normal",4,15,,,
"Standard Workout","8 Apr 2024, 18:58","8 Apr 2024, 20:44","Standard Workout Vorlage","Negativ Crunch (Gewichtet)",,"",1,"normal",4,15,,,
"Standard Workout","8 Apr 2024, 18:58","8 Apr 2024, 20:44","Standard Workout Vorlage","Negativ Crunch (Gewichtet)",,"",2,"normal",4,15,,,
"Standard Workout","8 Apr 2024, 18:58","8 Apr 2024, 20:44","Standard Workout Vorlage","Negativ Crunch (Gewichtet)",,"",3,"normal",4,15,,,
"Standard Workout","8 Apr 2024, 18:58","8 Apr 2024, 20:44","Standard Workout Vorlage","Crunch (Maschine)",,"",0,"normal",80,15,,,
"Standard Workout","8 Apr 2024, 18:58","8 Apr 2024, 20:44","Standard Workout Vorlage","Crunch (Maschine)",,"",1,"normal",90,15,,,
"Standard Workout","8 Apr 2024, 18:58","8 Apr 2024, 20:44","Standard Workout Vorlage","Crunch (Maschine)",,"",2,"normal",90,15,,,
"Standard Workout","8 Apr 2024, 18:58","8 Apr 2024, 20:44","Standard Workout Vorlage","Crunch (Maschine)",,"",3,"normal",90,15,,,
"Standard Workout","8 Apr 2024, 18:58","8 Apr 2024, 20:44","Standard Workout Vorlage","Side Bend (Kurzhantel) ",,"",0,"normal",20,15,,,
"Standard Workout","8 Apr 2024, 18:58","8 Apr 2024, 20:44","Standard Workout Vorlage","Side Bend (Kurzhantel) ",,"",1,"normal",20,15,,,
"Standard Workout","8 Apr 2024, 18:58","8 Apr 2024, 20:44","Standard Workout Vorlage","Side Bend (Kurzhantel) ",,"",2,"normal",20,15,,,
"Standard Workout","8 Apr 2024, 18:58","8 Apr 2024, 20:44","Standard Workout Vorlage","Bankdrücken (Smith Machine)",,"",0,"normal",20,15,,,
"Standard Workout","8 Apr 2024, 18:58","8 Apr 2024, 20:44","Standard Workout Vorlage","Bankdrücken (Smith Machine)",,"",1,"normal",40,11,,,
"Standard Workout","8 Apr 2024, 18:58","8 Apr 2024, 20:44","Standard Workout Vorlage","Bankdrücken (Smith Machine)",,"",2,"normal",40,10,,,
"Standard Workout","8 Apr 2024, 18:58","8 Apr 2024, 20:44","Standard Workout Vorlage","Bankdrücken (Smith Machine)",,"",3,"normal",40,10,,,
"Standard Workout","8 Apr 2024, 18:58","8 Apr 2024, 20:44","Standard Workout Vorlage","Bankdrücken (Smith Machine)",,"",4,"normal",40,7,,,
"Standard Workout","7 Apr 2024, 12:20","7 Apr 2024, 14:36","Standard Workout Vorlage","Laufband",,"",0,"normal",,,2,20,
"Standard Workout","7 Apr 2024, 12:20","7 Apr 2024, 14:36","Standard Workout Vorlage","Laufband",,"",1,"normal",,,1.76,20,
"Standard Workout","7 Apr 2024, 12:20","7 Apr 2024, 14:36","Standard Workout Vorlage","Bankdrücken (Smith Machine)",,"",0,"normal",20,20,,,
"Standard Workout","7 Apr 2024, 12:20","7 Apr 2024, 14:36","Standard Workout Vorlage","Bankdrücken (Smith Machine)",,"",1,"normal",40,11,,,
"Standard Workout","7 Apr 2024, 12:20","7 Apr 2024, 14:36","Standard Workout Vorlage","Bankdrücken (Smith Machine)",,"",2,"normal",50,5,,,
"Standard Workout","7 Apr 2024, 12:20","7 Apr 2024, 14:36","Standard Workout Vorlage","Bankdrücken (Smith Machine)",,"",3,"normal",50,6,,,
"Standard Workout","7 Apr 2024, 12:20","7 Apr 2024, 14:36","Standard Workout Vorlage","Beinstrecken ",,"",0,"normal",75,15,,,
"Standard Workout","7 Apr 2024, 12:20","7 Apr 2024, 14:36","Standard Workout Vorlage","Beinstrecken ",,"",1,"normal",75,18,,,
"Standard Workout","7 Apr 2024, 12:20","7 Apr 2024, 14:36","Standard Workout Vorlage","Beinstrecken ",,"",2,"normal",80,15,,,
"Standard Workout","7 Apr 2024, 12:20","7 Apr 2024, 14:36","Standard Workout Vorlage","Beinstrecken ",,"",3,"normal",80,15,,,
"Standard Workout","7 Apr 2024, 12:20","7 Apr 2024, 14:36","Standard Workout Vorlage","Beinbeugen sitzend",,"",0,"normal",55,20,,,
"Standard Workout","7 Apr 2024, 12:20","7 Apr 2024, 14:36","Standard Workout Vorlage","Beinbeugen sitzend",,"",1,"normal",60,20,,,
"Standard Workout","7 Apr 2024, 12:20","7 Apr 2024, 14:36","Standard Workout Vorlage","Beinbeugen sitzend",,"",2,"normal",60,20,,,
"Standard Workout","7 Apr 2024, 12:20","7 Apr 2024, 14:36","Standard Workout Vorlage","Beinbeugen sitzend",,"",3,"normal",60,20,,,
"Standard Workout","7 Apr 2024, 12:20","7 Apr 2024, 14:36","Standard Workout Vorlage","Hüftadduktion",,"",0,"normal",75,20,,,
"Standard Workout","7 Apr 2024, 12:20","7 Apr 2024, 14:36","Standard Workout Vorlage","Hüftadduktion",,"",1,"normal",75,20,,,
"Standard Workout","7 Apr 2024, 12:20","7 Apr 2024, 14:36","Standard Workout Vorlage","Hüftadduktion",,"",2,"normal",75,15,,,
"Standard Workout","7 Apr 2024, 12:20","7 Apr 2024, 14:36","Standard Workout Vorlage","Hüftabduktion",,"",0,"normal",75,20,,,
"Standard Workout","7 Apr 2024, 12:20","7 Apr 2024, 14:36","Standard Workout Vorlage","Hüftabduktion",,"",1,"normal",75,20,,,
"Standard Workout","7 Apr 2024, 12:20","7 Apr 2024, 14:36","Standard Workout Vorlage","Hüftabduktion",,"",2,"normal",75,20,,,
"Standard Workout","7 Apr 2024, 12:20","7 Apr 2024, 14:36","Standard Workout Vorlage","Hüftabduktion",,"",3,"normal",75,20,,,
"Standard Workout","7 Apr 2024, 12:20","7 Apr 2024, 14:36","Standard Workout Vorlage","Rotatorenmanschetten Übung",,"",0,"normal",10,15,,,
"Standard Workout","7 Apr 2024, 12:20","7 Apr 2024, 14:36","Standard Workout Vorlage","Rotatorenmanschetten Übung",,"",1,"normal",10,15,,,
"Standard Workout","7 Apr 2024, 12:20","7 Apr 2024, 14:36","Standard Workout Vorlage","Rotatorenmanschetten Übung",,"",2,"normal",10,15,,,
"Standard Workout","6 Apr 2024, 14:26","6 Apr 2024, 16:22","Standard Workout Vorlage","Laufband",,"",0,"normal",,,1.84,20,
"Standard Workout","6 Apr 2024, 14:26","6 Apr 2024, 16:22","Standard Workout Vorlage","Laufband",,"",1,"normal",,,2.01,20,
"Standard Workout","6 Apr 2024, 14:26","6 Apr 2024, 16:22","Standard Workout Vorlage","Brust Dips (Unterstützt)",,"",0,"normal",30,15,,,
"Standard Workout","6 Apr 2024, 14:26","6 Apr 2024, 16:22","Standard Workout Vorlage","Brust Dips (Unterstützt)",,"",1,"normal",30,15,,,
"Standard Workout","6 Apr 2024, 14:26","6 Apr 2024, 16:22","Standard Workout Vorlage","Brust Dips (Unterstützt)",,"",2,"normal",30,15,,,
"Standard Workout","6 Apr 2024, 14:26","6 Apr 2024, 16:22","Standard Workout Vorlage","Brust Dips (Unterstützt)",,"",3,"normal",30,15,,,
"Standard Workout","6 Apr 2024, 14:26","6 Apr 2024, 16:22","Standard Workout Vorlage","Klimmzüge (Unterstützt)",,"",0,"normal",30,10,,,
"Standard Workout","6 Apr 2024, 14:26","6 Apr 2024, 16:22","Standard Workout Vorlage","Klimmzüge (Unterstützt)",,"",1,"normal",30,10,,,
"Standard Workout","6 Apr 2024, 14:26","6 Apr 2024, 16:22","Standard Workout Vorlage","Klimmzüge (Unterstützt)",,"",2,"normal",30,10,,,
"Standard Workout","6 Apr 2024, 14:26","6 Apr 2024, 16:22","Standard Workout Vorlage","Klimmzüge (Unterstützt)",,"",3,"normal",30,10,,,
"Standard Workout","6 Apr 2024, 14:26","6 Apr 2024, 16:22","Standard Workout Vorlage","Preacher Curl (Maschine)",,"",0,"normal",35,15,,,
"Standard Workout","6 Apr 2024, 14:26","6 Apr 2024, 16:22","Standard Workout Vorlage","Preacher Curl (Maschine)",,"",1,"normal",40,12,,,
"Standard Workout","6 Apr 2024, 14:26","6 Apr 2024, 16:22","Standard Workout Vorlage","Preacher Curl (Maschine)",,"",2,"normal",40,9,,,
"Standard Workout","6 Apr 2024, 14:26","6 Apr 2024, 16:22","Standard Workout Vorlage","Preacher Curl (Maschine)",,"",3,"normal",35,12,,,
"Standard Workout","6 Apr 2024, 14:26","6 Apr 2024, 16:22","Standard Workout Vorlage","Negativ Crunch (Gewichtet)",,"",0,"normal",4,15,,,
"Standard Workout","6 Apr 2024, 14:26","6 Apr 2024, 16:22","Standard Workout Vorlage","Negativ Crunch (Gewichtet)",,"",1,"normal",4,15,,,
"Standard Workout","6 Apr 2024, 14:26","6 Apr 2024, 16:22","Standard Workout Vorlage","Negativ Crunch (Gewichtet)",,"",2,"normal",4,15,,,
"Standard Workout","6 Apr 2024, 14:26","6 Apr 2024, 16:22","Standard Workout Vorlage","Negativ Crunch (Gewichtet)",,"",3,"normal",4,14,,,
"Standard Workout","5 Apr 2024, 14:11","5 Apr 2024, 16:29","Standard Workout Vorlage","Laufband",,"",0,"normal",,,1.97,20,
"Standard Workout","5 Apr 2024, 14:11","5 Apr 2024, 16:29","Standard Workout Vorlage","Laufband",,"",1,"normal",,,1.65,20,
"Standard Workout","5 Apr 2024, 14:11","5 Apr 2024, 16:29","Standard Workout Vorlage","Fliegende (Maschine)",,"",0,"normal",50,15,,,
"Standard Workout","5 Apr 2024, 14:11","5 Apr 2024, 16:29","Standard Workout Vorlage","Fliegende (Maschine)",,"",1,"normal",50,15,,,
"Standard Workout","5 Apr 2024, 14:11","5 Apr 2024, 16:29","Standard Workout Vorlage","Fliegende (Maschine)",,"",2,"normal",60,14,,,
"Standard Workout","5 Apr 2024, 14:11","5 Apr 2024, 16:29","Standard Workout Vorlage","Fliegende (Maschine)",,"",3,"normal",55,12,,,
"Standard Workout","5 Apr 2024, 14:11","5 Apr 2024, 16:29","Standard Workout Vorlage","Brustpresse (Maschine)",,"",0,"normal",75,15,,,
"Standard Workout","5 Apr 2024, 14:11","5 Apr 2024, 16:29","Standard Workout Vorlage","Brustpresse (Maschine)",,"",1,"normal",75,10,,,
"Standard Workout","5 Apr 2024, 14:11","5 Apr 2024, 16:29","Standard Workout Vorlage","Brustpresse (Maschine)",,"",2,"normal",75,9,,,
"Standard Workout","5 Apr 2024, 14:11","5 Apr 2024, 16:29","Standard Workout Vorlage","Brustpresse (Maschine)",,"",3,"normal",75,9,,,
"Standard Workout","5 Apr 2024, 14:11","5 Apr 2024, 16:29","Standard Workout Vorlage","Bankdrücken (Smith Machine)",,"",0,"normal",20,20,,,
"Standard Workout","5 Apr 2024, 14:11","5 Apr 2024, 16:29","Standard Workout Vorlage","Bankdrücken (Smith Machine)",,"",1,"normal",40,12,,,
"Standard Workout","5 Apr 2024, 14:11","5 Apr 2024, 16:29","Standard Workout Vorlage","Bankdrücken (Smith Machine)",,"",2,"normal",40,10,,,
"Standard Workout","5 Apr 2024, 14:11","5 Apr 2024, 16:29","Standard Workout Vorlage","Bankdrücken (Smith Machine)",,"",3,"normal",40,12,,,
"Standard Workout","5 Apr 2024, 14:11","5 Apr 2024, 16:29","Standard Workout Vorlage","Bankdrücken (Smith Machine)",,"",4,"normal",40,9,,,
"Standard Workout","5 Apr 2024, 14:11","5 Apr 2024, 16:29","Standard Workout Vorlage","Bauch Crunch 4D",,"",0,"normal",35,15,,,
"Standard Workout","5 Apr 2024, 14:11","5 Apr 2024, 16:29","Standard Workout Vorlage","Bauch Crunch 4D",,"",1,"normal",40,15,,,
"Standard Workout","5 Apr 2024, 14:11","5 Apr 2024, 16:29","Standard Workout Vorlage","Bauch Crunch 4D",,"",2,"normal",45,8,,,
"Standard Workout","5 Apr 2024, 14:11","5 Apr 2024, 16:29","Standard Workout Vorlage","Bauch Crunch 4D",,"",3,"normal",40,7,,,
"Standard Workout","5 Apr 2024, 14:11","5 Apr 2024, 16:29","Standard Workout Vorlage","Bauch Crunch 4D",,"",4,"normal",40,15,,,
"Standard Workout","5 Apr 2024, 14:11","5 Apr 2024, 16:29","Standard Workout Vorlage","Side Bend (Kurzhantel) ",,"",0,"normal",20,15,,,
"Standard Workout","5 Apr 2024, 14:11","5 Apr 2024, 16:29","Standard Workout Vorlage","Side Bend (Kurzhantel) ",,"",1,"normal",20,15,,,
"Standard Workout","5 Apr 2024, 14:11","5 Apr 2024, 16:29","Standard Workout Vorlage","Side Bend (Kurzhantel) ",,"",2,"normal",20,15,,,
"Standard Workout","5 Apr 2024, 14:11","5 Apr 2024, 16:29","Standard Workout Vorlage","Side Bend (Kurzhantel) ",,"",3,"normal",20,15,,,
"Standard Workout","4 Apr 2024, 14:47","4 Apr 2024, 17:08","Standard Workout Vorlage","Laufband",,"",0,"normal",,,1.84,20,
"Standard Workout","4 Apr 2024, 14:47","4 Apr 2024, 17:08","Standard Workout Vorlage","Laufband",,"",1,"normal",,,1.46,20,
"Standard Workout","4 Apr 2024, 14:47","4 Apr 2024, 17:08","Standard Workout Vorlage","Bankdrücken (Smith Machine)",,"",0,"normal",20,15,,,
"Standard Workout","4 Apr 2024, 14:47","4 Apr 2024, 17:08","Standard Workout Vorlage","Bankdrücken (Smith Machine)",,"",1,"normal",40,10,,,
"Standard Workout","4 Apr 2024, 14:47","4 Apr 2024, 17:08","Standard Workout Vorlage","Bankdrücken (Smith Machine)",,"",2,"normal",40,10,,,
"Standard Workout","4 Apr 2024, 14:47","4 Apr 2024, 17:08","Standard Workout Vorlage","Bankdrücken (Smith Machine)",,"",3,"normal",40,10,,,
"Standard Workout","4 Apr 2024, 14:47","4 Apr 2024, 17:08","Standard Workout Vorlage","Bankdrücken (Smith Machine)",,"",4,"normal",40,10,,,
"Standard Workout","4 Apr 2024, 14:47","4 Apr 2024, 17:08","Standard Workout Vorlage","Latzug (Kabel)",,"",0,"normal",70,15,,,
"Standard Workout","4 Apr 2024, 14:47","4 Apr 2024, 17:08","Standard Workout Vorlage","Latzug (Kabel)",,"",1,"normal",70,15,,,
"Standard Workout","4 Apr 2024, 14:47","4 Apr 2024, 17:08","Standard Workout Vorlage","Latzug (Kabel)",,"",2,"normal",70,15,,,
"Standard Workout","4 Apr 2024, 14:47","4 Apr 2024, 17:08","Standard Workout Vorlage","Latzug (Kabel)",,"",3,"normal",70,15,,,
"Standard Workout","4 Apr 2024, 14:47","4 Apr 2024, 17:08","Standard Workout Vorlage","Sitzendes Rudern am Kabelzug - V-Griff (Kabel)",,"",0,"normal",60,15,,,
"Standard Workout","4 Apr 2024, 14:47","4 Apr 2024, 17:08","Standard Workout Vorlage","Sitzendes Rudern am Kabelzug - V-Griff (Kabel)",,"",1,"normal",60,15,,,
"Standard Workout","4 Apr 2024, 14:47","4 Apr 2024, 17:08","Standard Workout Vorlage","Sitzendes Rudern am Kabelzug - V-Griff (Kabel)",,"",2,"normal",60,15,,,
"Standard Workout","4 Apr 2024, 14:47","4 Apr 2024, 17:08","Standard Workout Vorlage","Sitzendes Rudern am Kabelzug - V-Griff (Kabel)",,"",3,"normal",60,15,,,
"Standard Workout","4 Apr 2024, 14:47","4 Apr 2024, 17:08","Standard Workout Vorlage","Reverse Butterfly",,"",0,"normal",35,20,,,
"Standard Workout","4 Apr 2024, 14:47","4 Apr 2024, 17:08","Standard Workout Vorlage","Reverse Butterfly",,"",1,"normal",40,20,,,
"Standard Workout","4 Apr 2024, 14:47","4 Apr 2024, 17:08","Standard Workout Vorlage","Reverse Butterfly",,"",2,"normal",45,15,,,
"Standard Workout","4 Apr 2024, 14:47","4 Apr 2024, 17:08","Standard Workout Vorlage","Reverse Butterfly",,"",3,"normal",45,10,,,
"Standard Workout","4 Apr 2024, 14:47","4 Apr 2024, 17:08","Standard Workout Vorlage","Negativer Crunch",,"",0,"normal",,15,,,
"Standard Workout","4 Apr 2024, 14:47","4 Apr 2024, 17:08","Standard Workout Vorlage","Negativer Crunch",,"",1,"normal",,15,,,
"Standard Workout","4 Apr 2024, 14:47","4 Apr 2024, 17:08","Standard Workout Vorlage","Negativer Crunch",,"",2,"normal",,15,,,
"Standard Workout","4 Apr 2024, 14:47","4 Apr 2024, 17:08","Standard Workout Vorlage","Negativer Crunch",,"",3,"normal",,15,,,
"Standard Workout","3 Apr 2024, 14:30","3 Apr 2024, 16:12","Standard Workout Vorlage","Laufband",,"",0,"normal",,,1.92,20,
"Standard Workout","3 Apr 2024, 14:30","3 Apr 2024, 16:12","Standard Workout Vorlage","Laufband",,"",1,"normal",,,0.94,10,
"Standard Workout","3 Apr 2024, 14:30","3 Apr 2024, 16:12","Standard Workout Vorlage","Schräge Brustpresse (Maschine)",,"",0,"normal",45,12,,,
"Standard Workout","3 Apr 2024, 14:30","3 Apr 2024, 16:12","Standard Workout Vorlage","Schräge Brustpresse (Maschine)",,"",1,"normal",45,12,,,
"Standard Workout","3 Apr 2024, 14:30","3 Apr 2024, 16:12","Standard Workout Vorlage","Schräge Brustpresse (Maschine)",,"",2,"normal",45,12,,,
"Standard Workout","3 Apr 2024, 14:30","3 Apr 2024, 16:12","Standard Workout Vorlage","Schräge Brustpresse (Maschine)",,"",3,"normal",45,12,,,
"Standard Workout","3 Apr 2024, 14:30","3 Apr 2024, 16:12","Standard Workout Vorlage","Fliegende (Maschine)",,"",0,"normal",50,15,,,
"Standard Workout","3 Apr 2024, 14:30","3 Apr 2024, 16:12","Standard Workout Vorlage","Fliegende (Maschine)",,"",1,"normal",60,15,,,
"Standard Workout","3 Apr 2024, 14:30","3 Apr 2024, 16:12","Standard Workout Vorlage","Fliegende (Maschine)",,"",2,"normal",55,15,,,
"Standard Workout","3 Apr 2024, 14:30","3 Apr 2024, 16:12","Standard Workout Vorlage","Fliegende (Maschine)",,"",3,"normal",55,14,,,
"Standard Workout","3 Apr 2024, 14:30","3 Apr 2024, 16:12","Standard Workout Vorlage","Brustpresse (Maschine)",,"",0,"normal",75,15,,,
"Standard Workout","3 Apr 2024, 14:30","3 Apr 2024, 16:12","Standard Workout Vorlage","Brustpresse (Maschine)",,"",1,"normal",75,15,,,
"Standard Workout","3 Apr 2024, 14:30","3 Apr 2024, 16:12","Standard Workout Vorlage","Brustpresse (Maschine)",,"",2,"normal",75,15,,,
"Standard Workout","3 Apr 2024, 14:30","3 Apr 2024, 16:12","Standard Workout Vorlage","Brustpresse (Maschine)",,"",3,"normal",75,15,,,
"Standard Workout","3 Apr 2024, 14:30","3 Apr 2024, 16:12","Standard Workout Vorlage","Bauch Crunch 4D",,"",0,"normal",40,15,,,
"Standard Workout","3 Apr 2024, 14:30","3 Apr 2024, 16:12","Standard Workout Vorlage","Bauch Crunch 4D",,"",1,"normal",40,15,,,
"Standard Workout","3 Apr 2024, 14:30","3 Apr 2024, 16:12","Standard Workout Vorlage","Bauch Crunch 4D",,"",2,"normal",40,10,,,
"Standard Workout","2 Apr 2024, 13:25","2 Apr 2024, 15:10","Standard Workout Vorlage","Laufband",,"",0,"normal",,,2,20,
"Standard Workout","2 Apr 2024, 13:25","2 Apr 2024, 15:10","Standard Workout Vorlage","Laufband",,"",1,"normal",,,1.2,15,
"Standard Workout","2 Apr 2024, 13:25","2 Apr 2024, 15:10","Standard Workout Vorlage","Beinstrecken ",,"",0,"normal",70,18,,,
"Standard Workout","2 Apr 2024, 13:25","2 Apr 2024, 15:10","Standard Workout Vorlage","Beinstrecken ",,"",1,"normal",70,18,,,
"Standard Workout","2 Apr 2024, 13:25","2 Apr 2024, 15:10","Standard Workout Vorlage","Beinstrecken ",,"",2,"normal",70,17,,,
"Standard Workout","2 Apr 2024, 13:25","2 Apr 2024, 15:10","Standard Workout Vorlage","Beinstrecken ",,"",3,"normal",70,15,,,
"Standard Workout","2 Apr 2024, 13:25","2 Apr 2024, 15:10","Standard Workout Vorlage","Beinbeugen sitzend",,"",0,"normal",50,20,,,
"Standard Workout","2 Apr 2024, 13:25","2 Apr 2024, 15:10","Standard Workout Vorlage","Beinbeugen sitzend",,"",1,"normal",55,20,,,
"Standard Workout","2 Apr 2024, 13:25","2 Apr 2024, 15:10","Standard Workout Vorlage","Beinbeugen sitzend",,"",2,"normal",55,15,,,
"Standard Workout","2 Apr 2024, 13:25","2 Apr 2024, 15:10","Standard Workout Vorlage","Beinbeugen sitzend",,"",3,"normal",55,15,,,
"Standard Workout","2 Apr 2024, 13:25","2 Apr 2024, 15:10","Standard Workout Vorlage","Hüftadduktion",,"",0,"normal",75,15,,,
"Standard Workout","2 Apr 2024, 13:25","2 Apr 2024, 15:10","Standard Workout Vorlage","Hüftadduktion",,"",1,"normal",75,15,,,
"Standard Workout","2 Apr 2024, 13:25","2 Apr 2024, 15:10","Standard Workout Vorlage","Hüftadduktion",,"",2,"normal",75,15,,,
"Standard Workout","2 Apr 2024, 13:25","2 Apr 2024, 15:10","Standard Workout Vorlage","Hüftadduktion",,"",3,"normal",75,15,,,
"Standard Workout","2 Apr 2024, 13:25","2 Apr 2024, 15:10","Standard Workout Vorlage","Side Bend (Kurzhantel) ",,"",0,"normal",20,15,,,
"Standard Workout","2 Apr 2024, 13:25","2 Apr 2024, 15:10","Standard Workout Vorlage","Side Bend (Kurzhantel) ",,"",1,"normal",20,15,,,
"Standard Workout","2 Apr 2024, 13:25","2 Apr 2024, 15:10","Standard Workout Vorlage","Side Bend (Kurzhantel) ",,"",2,"normal",20,15,,,
"Standard Workout","2 Apr 2024, 13:25","2 Apr 2024, 15:10","Standard Workout Vorlage","Side Bend (Kurzhantel) ",,"",3,"normal",20,15,,,
"Standard Workout","1 Apr 2024, 12:30","1 Apr 2024, 13:58","Standard Workout Vorlage","Klimmzüge (Unterstützt)",,"",0,"normal",35,10,,,
"Standard Workout","1 Apr 2024, 12:30","1 Apr 2024, 13:58","Standard Workout Vorlage","Klimmzüge (Unterstützt)",,"",1,"normal",35,12,,,
"Standard Workout","1 Apr 2024, 12:30","1 Apr 2024, 13:58","Standard Workout Vorlage","Klimmzüge (Unterstützt)",,"",2,"normal",35,10,,,
"Standard Workout","1 Apr 2024, 12:30","1 Apr 2024, 13:58","Standard Workout Vorlage","Klimmzüge (Unterstützt)",,"",3,"normal",35,10,,,
"Standard Workout","1 Apr 2024, 12:30","1 Apr 2024, 13:58","Standard Workout Vorlage","Brust Dips (Unterstützt)",,"",0,"normal",35,20,,,
"Standard Workout","1 Apr 2024, 12:30","1 Apr 2024, 13:58","Standard Workout Vorlage","Brust Dips (Unterstützt)",,"",1,"normal",35,15,,,
"Standard Workout","1 Apr 2024, 12:30","1 Apr 2024, 13:58","Standard Workout Vorlage","Brust Dips (Unterstützt)",,"",2,"normal",35,15,,,
"Standard Workout","1 Apr 2024, 12:30","1 Apr 2024, 13:58","Standard Workout Vorlage","Brust Dips (Unterstützt)",,"",3,"normal",35,17,,,
"Standard Workout","1 Apr 2024, 12:30","1 Apr 2024, 13:58","Standard Workout Vorlage","Crosstrainer ",,"",0,"normal",,,2,15,
"Standard Workout","1 Apr 2024, 12:30","1 Apr 2024, 13:58","Standard Workout Vorlage","Seitheben (Maschine)",,"",0,"normal",20,20,,,
"Standard Workout","1 Apr 2024, 12:30","1 Apr 2024, 13:58","Standard Workout Vorlage","Seitheben (Maschine)",,"",1,"normal",30,20,,,
"Standard Workout","1 Apr 2024, 12:30","1 Apr 2024, 13:58","Standard Workout Vorlage","Seitheben (Maschine)",,"",2,"normal",30,20,,,
"Standard Workout","1 Apr 2024, 12:30","1 Apr 2024, 13:58","Standard Workout Vorlage","Seitheben (Maschine)",,"",3,"normal",30,15,,,
"Standard Workout","1 Apr 2024, 12:30","1 Apr 2024, 13:58","Standard Workout Vorlage","Rückenstrecken (Maschine)",,"",0,"normal",50,20,,,
